,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
COL4A1_ITGA2_ITGB1,col4a1 - (itga2+itgb1),COLLAGEN,col4a1,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_ITGA2_ITGB1,col4a2 - (itga2+itgb1),COLLAGEN,col4a2,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_ITGA2_ITGB1,col4a4 - (itga2+itgb1),COLLAGEN,col4a4,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_ITGA2_ITGB1,col6a1 - (itga2+itgb1),COLLAGEN,col6a1,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_ITGA2_ITGB1,col6a2 - (itga2+itgb1),COLLAGEN,col6a2,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_ITGA2_ITGB1,col6a3 - (itga2+itgb1),COLLAGEN,col6a3,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4A_ITGA2_ITGB1,col6a4a - (itga2+itgb1),COLLAGEN,col6a4a,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_ITGA2_ITGB1,si:ch211-62a1.3 - (itga2+itgb1),COLLAGEN,si:ch211-62a1.3,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1B_ITGA2_ITGB1,col9a1b - (itga2+itgb1),COLLAGEN,col9a1b,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1A_ITGA2_ITGB1,col9a1a - (itga2+itgb1),COLLAGEN,col9a1a,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_ITGA2_ITGB1,col9a2 - (itga2+itgb1),COLLAGEN,col9a2,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_ITGA2_ITGB1,col9a3 - (itga2+itgb1),COLLAGEN,col9a3,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1B_ITGA3_ITGB1,fn1b - (itga3+itgb1),FN1,fn1b,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1A_ITGA3_ITGB1,fn1a - (itga3+itgb1),FN1,fn1a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1B_ITGA4_ITGB1,fn1b - (itga4+itgb1),FN1,fn1b,ITGA4_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1A_ITGA4_ITGB1,fn1a - (itga4+itgb1),FN1,fn1a,ITGA4_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1B_ITGA5_ITGB1,fn1b - (itga5+itgb1),FN1,fn1b,ITGA5_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1A_ITGA5_ITGB1,fn1a - (itga5+itgb1),FN1,fn1a,ITGA5_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1B_ITGA8_ITGB1,fn1b - (itga8+itgb1),FN1,fn1b,ITGA8_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1A_ITGA8_ITGB1,fn1a - (itga8+itgb1),FN1,fn1a,ITGA8_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_ITGA1_ITGB1,lama1 - (itga1+itgb1),LAMININ,lama1,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_ITGA1_ITGB1,lama2 - (itga1+itgb1),LAMININ,lama2,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_ITGA1_ITGB1,lama3 - (itga1+itgb1),LAMININ,lama3,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_ITGA1_ITGB1,si:ch211-241e1.3 - (itga1+itgb1),LAMININ,si:ch211-241e1.3,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_ITGA1_ITGB1,lama5 - (itga1+itgb1),LAMININ,lama5,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1A_ITGA1_ITGB1,lamb1a - (itga1+itgb1),LAMININ,lamb1a,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1B_ITGA1_ITGB1,lamb1b - (itga1+itgb1),LAMININ,lamb1b,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_ITGA1_ITGB1,lamb2 - (itga1+itgb1),LAMININ,lamb2,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_ITGA1_ITGB1,lamc2 - (itga1+itgb1),LAMININ,lamc2,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_ITGA2_ITGB1,lama1 - (itga2+itgb1),LAMININ,lama1,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_ITGA2_ITGB1,lama2 - (itga2+itgb1),LAMININ,lama2,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_ITGA2_ITGB1,lama3 - (itga2+itgb1),LAMININ,lama3,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_ITGA2_ITGB1,si:ch211-241e1.3 - (itga2+itgb1),LAMININ,si:ch211-241e1.3,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_ITGA2_ITGB1,lama5 - (itga2+itgb1),LAMININ,lama5,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1A_ITGA2_ITGB1,lamb1a - (itga2+itgb1),LAMININ,lamb1a,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1B_ITGA2_ITGB1,lamb1b - (itga2+itgb1),LAMININ,lamb1b,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_ITGA2_ITGB1,lamb2 - (itga2+itgb1),LAMININ,lamb2,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMC21_ITGA2_ITGB1,lamc2 - (itga2+itgb1),LAMININ,lamc2,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
CHAD_ITGA2_ITGB1,si:ch211-191d15.2 - (itga2+itgb1),CHAD,si:ch211-191d15.2,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_ITGA3_ITGB1,lama1 - (itga3+itgb1),LAMININ,lama1,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_ITGA3_ITGB1,lama2 - (itga3+itgb1),LAMININ,lama2,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_ITGA3_ITGB1,lama3 - (itga3+itgb1),LAMININ,lama3,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_ITGA3_ITGB1,si:ch211-241e1.3 - (itga3+itgb1),LAMININ,si:ch211-241e1.3,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_ITGA3_ITGB1,lama5 - (itga3+itgb1),LAMININ,lama5,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1A_ITGA3_ITGB1,lamb1a - (itga3+itgb1),LAMININ,lamb1a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1B_ITGA3_ITGB1,lamb1b - (itga3+itgb1),LAMININ,lamb1b,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_ITGA3_ITGB1,lamb2 - (itga3+itgb1),LAMININ,lamb2,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_ITGA3_ITGB1,lamc2 - (itga3+itgb1),LAMININ,lamc2,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
THBS1B_ITGA3_ITGB1,thbs1b - (itga3+itgb1),THBS,thbs1b,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
THBS1A_ITGA3_ITGB1,thbs1a - (itga3+itgb1),THBS,thbs1a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
THBS2B_ITGA3_ITGB1,thbs2b - (itga3+itgb1),THBS,thbs2b,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
THBS2A_ITGA3_ITGB1,thbs2a - (itga3+itgb1),THBS,thbs2a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
THBS3A_ITGA3_ITGB1,thbs3a - (itga3+itgb1),THBS,thbs3a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
THBS3B_ITGA3_ITGB1,thbs3b - (itga3+itgb1),THBS,thbs3b,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
THBS4B_ITGA3_ITGB1,thbs4b - (itga3+itgb1),THBS,thbs4b,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
THBS4A_ITGA3_ITGB1,thbs4a - (itga3+itgb1),THBS,thbs4a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COMP_ITGA3_ITGB1,comp - (itga3+itgb1),THBS,comp,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1B_ITGA3_ITGB1,col1a1b - (itga3+itgb1),COLLAGEN,col1a1b,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1A_ITGA3_ITGB1,col1a1a - (itga3+itgb1),COLLAGEN,col1a1a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_ITGA3_ITGB1,col1a2 - (itga3+itgb1),COLLAGEN,col1a2,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1A_ITGA3_ITGB1,col2a1a - (itga3+itgb1),COLLAGEN,col2a1a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1B_ITGA3_ITGB1,col2a1b - (itga3+itgb1),COLLAGEN,col2a1b,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A1_ITGA3_ITGB1,col4a1 - (itga3+itgb1),COLLAGEN,col4a1,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_ITGA3_ITGB1,col4a2 - (itga3+itgb1),COLLAGEN,col4a2,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_ITGA3_ITGB1,col4a4 - (itga3+itgb1),COLLAGEN,col4a4,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_ITGA3_ITGB1,col6a1 - (itga3+itgb1),COLLAGEN,col6a1,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_ITGA3_ITGB1,col6a2 - (itga3+itgb1),COLLAGEN,col6a2,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_ITGA3_ITGB1,col6a3 - (itga3+itgb1),COLLAGEN,col6a3,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4A_ITGA3_ITGB1,col6a4a - (itga3+itgb1),COLLAGEN,col6a4a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_ITGA3_ITGB1,si:ch211-62a1.3 - (itga3+itgb1),COLLAGEN,si:ch211-62a1.3,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1B_ITGA3_ITGB1,col9a1b - (itga3+itgb1),COLLAGEN,col9a1b,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1A_ITGA3_ITGB1,col9a1a - (itga3+itgb1),COLLAGEN,col9a1a,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_ITGA3_ITGB1,col9a2 - (itga3+itgb1),COLLAGEN,col9a2,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_ITGA3_ITGB1,col9a3 - (itga3+itgb1),COLLAGEN,col9a3,ITGA3_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_ITGA6_ITGB1,lama1 - (itga6+itgb1),LAMININ,lama1,ITGA6_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_ITGA6_ITGB1,lama2 - (itga6+itgb1),LAMININ,lama2,ITGA6_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_ITGA6_ITGB1,lama3 - (itga6+itgb1),LAMININ,lama3,ITGA6_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_ITGA6_ITGB1,si:ch211-241e1.3 - (itga6+itgb1),LAMININ,si:ch211-241e1.3,ITGA6_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_ITGA6_ITGB1,lama5 - (itga6+itgb1),LAMININ,lama5,ITGA6_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1A_ITGA6_ITGB1,lamb1a - (itga6+itgb1),LAMININ,lamb1a,ITGA6_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1B_ITGA6_ITGB1,lamb1b - (itga6+itgb1),LAMININ,lamb1b,ITGA6_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_ITGA6_ITGB1,lamb2 - (itga6+itgb1),LAMININ,lamb2,ITGA6_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_ITGA6_ITGB1,lamc2 - (itga6+itgb1),LAMININ,lamc2,ITGA6_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_ITGA7_ITGB1,lama1 - (itga7+itgb1),LAMININ,lama1,ITGA7_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_ITGA7_ITGB1,lama2 - (itga7+itgb1),LAMININ,lama2,ITGA7_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_ITGA7_ITGB1,lama3 - (itga7+itgb1),LAMININ,lama3,ITGA7_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_ITGA7_ITGB1,si:ch211-241e1.3 - (itga7+itgb1),LAMININ,si:ch211-241e1.3,ITGA7_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_ITGA7_ITGB1,lama5 - (itga7+itgb1),LAMININ,lama5,ITGA7_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1A_ITGA7_ITGB1,lamb1a - (itga7+itgb1),LAMININ,lamb1a,ITGA7_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1B_ITGA7_ITGB1,lamb1b - (itga7+itgb1),LAMININ,lamb1b,ITGA7_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_ITGA7_ITGB1,lamb2 - (itga7+itgb1),LAMININ,lamb2,ITGA7_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMC1_ITGA7_ITGB1,lamc2 - (itga7+itgb1),LAMININ,lamc2,ITGA7_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
VTNA_ITGA8_ITGB1,vtna - (itga8+itgb1),VTN,vtna,ITGA8_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
VTNB_ITGA8_ITGB1,vtnb - (itga8+itgb1),VTN,vtnb,ITGA8_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
TNC1_ITGA8_ITGB1,tnc - (itga8+itgb1),TENASCIN,tnc,ITGA8_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
TNC2_ITGA8_ITGB1,zmp:0000000846 - (itga8+itgb1),TENASCIN,zmp:0000000846,ITGA8_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
TNR_ITGA8_ITGB1,tnr - (itga8+itgb1),TENASCIN,tnr,ITGA8_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
TNXBA_ITGA8_ITGB1,tnxba - (itga8+itgb1),TENASCIN,tnxba,ITGA8_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
TNC1_ITGA9_ITGB1,tnc - (itga9+itgb1),TENASCIN,tnc,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
TNC2_ITGA9_ITGB1,zmp:0000000846 - (itga9+itgb1),TENASCIN,zmp:0000000846,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
TNR_ITGA9_ITGB1,tnr - (itga9+itgb1),TENASCIN,tnr,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
TNXBA_ITGA9_ITGB1,tnxba - (itga9+itgb1),TENASCIN,tnxba,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1B_ITGA9_ITGB1,col1a1b - (itga9+itgb1),COLLAGEN,col1a1b,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1A_ITGA9_ITGB1,col1a1a - (itga9+itgb1),COLLAGEN,col1a1a,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_ITGA9_ITGB1,col1a2 - (itga9+itgb1),COLLAGEN,col1a2,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1A_ITGA9_ITGB1,col2a1a - (itga9+itgb1),COLLAGEN,col2a1a,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1B_ITGA9_ITGB1,col2a1b - (itga9+itgb1),COLLAGEN,col2a1b,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A1_ITGA9_ITGB1,col4a1 - (itga9+itgb1),COLLAGEN,col4a1,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_ITGA9_ITGB1,col4a2 - (itga9+itgb1),COLLAGEN,col4a2,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_ITGA9_ITGB1,col4a4 - (itga9+itgb1),COLLAGEN,col4a4,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_ITGA9_ITGB1,col6a1 - (itga9+itgb1),COLLAGEN,col6a1,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_ITGA9_ITGB1,col6a2 - (itga9+itgb1),COLLAGEN,col6a2,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_ITGA9_ITGB1,col6a3 - (itga9+itgb1),COLLAGEN,col6a3,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4A_ITGA9_ITGB1,col6a4a - (itga9+itgb1),COLLAGEN,col6a4a,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_ITGA9_ITGB1,si:ch211-62a1.3 - (itga9+itgb1),COLLAGEN,si:ch211-62a1.3,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1B_ITGA9_ITGB1,col9a1b - (itga9+itgb1),COLLAGEN,col9a1b,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1A_ITGA9_ITGB1,col9a1a - (itga9+itgb1),COLLAGEN,col9a1a,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_ITGA9_ITGB1,col9a2 - (itga9+itgb1),COLLAGEN,col9a2,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_ITGA9_ITGB1,col9a3 - (itga9+itgb1),COLLAGEN,col9a3,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_ITGA9_ITGB1,lama1 - (itga9+itgb1),LAMININ,lama1,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_ITGA9_ITGB1,lama2 - (itga9+itgb1),LAMININ,lama2,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_ITGA9_ITGB1,lama3 - (itga9+itgb1),LAMININ,lama3,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_ITGA9_ITGB1,si:ch211-241e1.3 - (itga9+itgb1),LAMININ,si:ch211-241e1.3,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_ITGA9_ITGB1,lama5 - (itga9+itgb1),LAMININ,lama5,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1A_ITGA9_ITGB1,lamb1a - (itga9+itgb1),LAMININ,lamb1a,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1B_ITGA9_ITGB1,lamb1b - (itga9+itgb1),LAMININ,lamb1b,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_ITGA9_ITGB1,lamb2 - (itga9+itgb1),LAMININ,lamb2,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_ITGA9_ITGB1,lamc2 - (itga9+itgb1),LAMININ,lamc2,ITGA9_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1B_ITGA10_ITGB1,col1a1b - (itga10+itgb1),COLLAGEN,col1a1b,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1A_ITGA10_ITGB1,col1a1a - (itga10+itgb1),COLLAGEN,col1a1a,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_ITGA10_ITGB1,col1a2 - (itga10+itgb1),COLLAGEN,col1a2,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1A_ITGA10_ITGB1,col2a1a - (itga10+itgb1),COLLAGEN,col2a1a,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1B_ITGA10_ITGB1,col2a1b - (itga10+itgb1),COLLAGEN,col2a1b,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A1_ITGA10_ITGB1,col4a1 - (itga10+itgb1),COLLAGEN,col4a1,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_ITGA10_ITGB1,col4a2 - (itga10+itgb1),COLLAGEN,col4a2,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_ITGA10_ITGB1,col4a4 - (itga10+itgb1),COLLAGEN,col4a4,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_ITGA10_ITGB1,col6a1 - (itga10+itgb1),COLLAGEN,col6a1,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_ITGA10_ITGB1,col6a2 - (itga10+itgb1),COLLAGEN,col6a2,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_ITGA10_ITGB1,col6a3 - (itga10+itgb1),COLLAGEN,col6a3,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4A_ITGA10_ITGB1,col6a4a - (itga10+itgb1),COLLAGEN,col6a4a,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_ITGA10_ITGB1,si:ch211-62a1.3 - (itga10+itgb1),COLLAGEN,si:ch211-62a1.3,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1B_ITGA10_ITGB1,col9a1b - (itga10+itgb1),COLLAGEN,col9a1b,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1A_ITGA10_ITGB1,col9a1a - (itga10+itgb1),COLLAGEN,col9a1a,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_ITGA10_ITGB1,col9a2 - (itga10+itgb1),COLLAGEN,col9a2,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_ITGA10_ITGB1,col9a3 - (itga10+itgb1),COLLAGEN,col9a3,ITGA10_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1B_ITGA11_ITGB1,col1a1b - (itga11+itgb1),COLLAGEN,col1a1b,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1A_ITGA11_ITGB1,col1a1a - (itga11+itgb1),COLLAGEN,col1a1a,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_ITGA11_ITGB1,col1a2 - (itga11+itgb1),COLLAGEN,col1a2,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1A_ITGA11_ITGB1,col2a1a - (itga11+itgb1),COLLAGEN,col2a1a,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1B_ITGA11_ITGB1,col2a1b - (itga11+itgb1),COLLAGEN,col2a1b,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A1_ITGA11_ITGB1,col4a1 - (itga11+itgb1),COLLAGEN,col4a1,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_ITGA11_ITGB1,col4a2 - (itga11+itgb1),COLLAGEN,col4a2,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_ITGA11_ITGB1,col4a4 - (itga11+itgb1),COLLAGEN,col4a4,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_ITGA11_ITGB1,col6a1 - (itga11+itgb1),COLLAGEN,col6a1,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_ITGA11_ITGB1,col6a2 - (itga11+itgb1),COLLAGEN,col6a2,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_ITGA11_ITGB1,col6a3 - (itga11+itgb1),COLLAGEN,col6a3,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4A_ITGA11_ITGB1,col6a4a - (itga11+itgb1),COLLAGEN,col6a4a,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_ITGA11_ITGB1,si:ch211-62a1.3 - (itga11+itgb1),COLLAGEN,si:ch211-62a1.3,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1B_ITGA11_ITGB1,col9a1b - (itga11+itgb1),COLLAGEN,col9a1b,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1A_ITGA11_ITGB1,col9a1a - (itga11+itgb1),COLLAGEN,col9a1a,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_ITGA11_ITGB1,col9a2 - (itga11+itgb1),COLLAGEN,col9a2,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_ITGA11_ITGB1,col9a3 - (itga11+itgb1),COLLAGEN,col9a3,ITGA11_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1B_ITGAV_ITGB1,fn1b - (itgav+itgb1),FN1,fn1b,ITGAV_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1A_ITGAV_ITGB1,fn1a - (itgav+itgb1),FN1,fn1a,ITGAV_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
VTNA_ITGAV_ITGB1,vtna - (itgav+itgb1),VTN,vtna,ITGAV_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
VTNB_ITGAV_ITGB1,vtnb - (itgav+itgb1),VTN,vtnb,ITGAV_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
FN1B_ITGA4_ITGB7,fn1b - (itga4+itgb7),FN1,fn1b,ITGA4_ITGB7,,,,,KEGG: mmu04512,ECM-Receptor
FN1A_ITGA4_ITGB7,fn1a - (itga4+itgb7),FN1,fn1a,ITGA4_ITGB7,,,,,KEGG: mmu04512,ECM-Receptor
